,movieID,dialog_id,dialog,speakers,movie_title,movie_genres,emotion
3745,m8,1122,Nah.  It's getting too cold for me and my wonderful mother will kill me if I screw up my hair.  She's got some model agency guy coming to dinner tomorrow night.,GRETA,a nightmare on elm street: the dream child,fantasy,joy
3746,m8,1123,Stop saying that it's bullshit.,YVONNE,a nightmare on elm street: the dream child,fantasy,joy
3747,m8,1123,I want to talk about the baby.,GRETA,a nightmare on elm street: the dream child,fantasy,sadness
3748,m8,1124,Look.  Dan's parents were pushing him. Pushing him hard.  He was bitching about it at the party last night.  He was under pressure.  We all are.,YVONNE,a nightmare on elm street: the dream child,fantasy,joy
3749,m8,1124,Pushy parents can make you more than a bit crazy.,GRETA,a nightmare on elm street: the dream child,fantasy,sadness
3750,m8,1125,Bottom line Alice.  Anybody supernatural or not that wants to hurt you - he'll have to go through us first.,GRETA,a nightmare on elm street: the dream child,fantasy,joy
3751,m8,1125,All of us.  Right?,YVONNE,a nightmare on elm street: the dream child,fantasy,anger
3752,m8,1126,Dan.  And he's taking Alice with him -- pretty good dive Yvonne.  You've been practicing.,MARK,a nightmare on elm street: the dream child,fantasy,optimism
3753,m8,1126,Two hours a day six days a week.,YVONNE,a nightmare on elm street: the dream child,fantasy,sadness
3754,m8,1127,Vomit?,YVONNE,a nightmare on elm street: the dream child,fantasy,optimism
3755,m8,1127,Faint.,MARK,a nightmare on elm street: the dream child,fantasy,optimism
3756,m8,1128,Why don't you shut up and let her talk! Two of us died in the last two days does that strike you as particularly normal?!,MARK,a nightmare on elm street: the dream child,fantasy,joy
3757,m8,1128,Mark...,YVONNE,a nightmare on elm street: the dream child,fantasy,optimism
3758,m8,1128,I'm not finished - I loved Greta.  A lot. And if maybe just maybe someone or some thing killed her I'd like to hear about it!,MARK,a nightmare on elm street: the dream child,fantasy,sadness
3759,m8,1128,I can't listen to this.,YVONNE,a nightmare on elm street: the dream child,fantasy,joy
3760,m8,1129,It's okay.,YVONNE,a nightmare on elm street: the dream child,fantasy,anger
3761,m8,1129,Stick around please?,MARK,a nightmare on elm street: the dream child,fantasy,anger
3762,m8,1130,You too?,YVONNE,a nightmare on elm street: the dream child,fantasy,optimism
3763,m8,1130,He invited me to his house last night.,MARK,a nightmare on elm street: the dream child,fantasy,optimism
3764,m9,1131,I should have suspectcd when I heard that 'Doctor.'  I thought it was your father.,REEF,the atomic submarine,sci-fi,sadness
3765,m9,1131,It was supposed to be.  Dad had a heart attack two days ago.,CARL,the atomic submarine,sci-fi,sadness
3766,m9,1131,How is he - ?,REEF,the atomic submarine,sci-fi,sadness
3767,m9,1131,It was moderate.  He'll be all right.  But it was out of the question his coming along.,CARL,the atomic submarine,sci-fi,anger
3768,m9,1131,And they thought <u>you</u> could re- place the Skipper?,REEF,the atomic submarine,sci-fi,joy
3769,m9,1132,You could train someone else.,REEF,the atomic submarine,sci-fi,anger
3770,m9,1132,Not in two days.  Look:  Do you think I <u>wanted</u> to come?  If it didn't mean so much to Dad - proving his depth-explorer - it's the last thing I'd want!,CARL,the atomic submarine,sci-fi,joy
3771,m9,1133,What is it?,CARL,the atomic submarine,sci-fi,optimism
3772,m9,1133,Your 'out.'  This came for you. ,REEF,the atomic submarine,sci-fi,joy
3773,m9,1133,My father!  He's not - ?,CARL,the atomic submarine,sci-fi,sadness
3774,m9,1133,Dead?  Matter of fact he's much better. He's left the hospital.,REEF,the atomic submarine,sci-fi,anger
3775,m9,1134,What did you mean:  I'm 'out?',CARL,the atomic submarine,sci-fi,joy
3776,m9,1134,Your father can be in Nome Alaska tomorrow.  We have two choices: Ask them to send him out in a 'copter' and take you off or the Shark can put back into Nome...,REEF,the atomic submarine,sci-fi,anger
3777,m9,1135,You 'trade school boys' are all alike aren't you?  Anybody who doesn't happen to think like a little gold-braided puppet is ipso facto a coward!,CARL,the atomic submarine,sci-fi,joy
3778,m9,1135,<u>You</u> said it.  But I won't argue -,REEF,the atomic submarine,sci-fi,joy
3779,m9,1136,Wearing a uniform doesn't bestow an automatic monopoly on courage <u>Commander</u>!  It just so happens I'm <u>not</u> a coward - physical or mental - and before I'd risk my father's life...,CARL,the atomic submarine,sci-fi,joy
3780,m9,1136,We're <u>all</u> risking our lives!,REEF,the atomic submarine,sci-fi,joy
3781,m9,1136,That may be.  But Dad stays where <u>he</u> is and I'm staying here!,CARL,the atomic submarine,sci-fi,anger
3782,m9,1136,You're really a mixed-up oddball aren't you?,REEF,the atomic submarine,sci-fi,optimism
3783,m9,1136,Perhaps.  But the idea of willingly going to <u>school</u> to spend my <u>life</u> at a Paleozoic pastime that should have disappeared with the thunder-lizards - I'm referring to War - <u>that</u> strikes me as the <u>worst</u> cowardice of all - being spiritually yellow!,CARL,the atomic submarine,sci-fi,joy
3784,m9,1136,You mean <u>nothing</u> is worth fighting for?,REEF,the atomic submarine,sci-fi,joy
3785,m9,1136,Peace - the dignity of man - the destiny of the human spirit!  Show me a man who says you win <u>those</u> by fighting wars and <u>I'll</u> show you an idiot!,CARL,the atomic submarine,sci-fi,joy
3786,m9,1136,You may not <u>win</u> them.  But without men like your father to 'degrade' himself by fighting to preserve them - or as much as we have of them - they'd have disappeared <u>long</u> ago!,REEF,the atomic submarine,sci-fi,anger
3787,m9,1137,Unidentified Flying Objects.,CARL,the atomic submarine,sci-fi,sadness
3788,m9,1137,Then...this is a 'flying saucer?',REEF,the atomic submarine,sci-fi,optimism
3789,m9,1138,That's enough Holloway.  I've told you before wearing boards on your shoulders and parading with a stiff spine doesn't auto- matically endow you with back- bone - !,CARL,the atomic submarine,sci-fi,joy
3790,m9,1138,- any more than being the son of Captain Neilsen does!,REEF,the atomic submarine,sci-fi,optimism
3791,m9,1139,However our ideas disagree as I've said before I'm <u>not</u> a coward!  And it happens you've got no choice:  Either <u>I</u> take you down there in the Lungfish or you don't get there -,CARL,the atomic submarine,sci-fi,joy
3792,m9,1139,I'd sooner swim!,REEF,the atomic submarine,sci-fi,optimism
3793,m9,1140,They're so remote - cold - beautiful the stars.  But now - I wonder -,CARL,the atomic submarine,sci-fi,sadness
3794,m9,1140,Yes?,REEF,the atomic submarine,sci-fi,optimism
3795,m9,1140,Which is the one - we have to worry about?,CARL,the atomic submarine,sci-fi,sadness
3796,m9,1141,Maybe - just 'maybe' - when their ship doesn't return - they'll decide not to come here after all.,REEF,the atomic submarine,sci-fi,sadness
3797,m9,1141,But if they <u>do</u>?,CARL,the atomic submarine,sci-fi,anger
3798,m9,1141,I don't know.,REEF,the atomic submarine,sci-fi,sadness
3799,m9,1141,I wouldn't worry.  So long as we have boats like the Tiger Shark - and people like you the Skipper Dave Kent Sir Ian and my father -,CARL,the atomic submarine,sci-fi,anger
3800,m9,1141,And his 'egghead' son!  We'll give 'em a <u>rough</u> <u>reception</u> won't we?,REEF,the atomic submarine,sci-fi,joy
3801,m9,1142,Now Dave Old Buddy you know you're exaggerating -  What do you think of this husband of yours?  On most boats a certain loyalty exists between the Exec and his Navigation and Firing Officer.  But unfortunately in the case of Lieutenant Dave Milburn of the Tiger Shark and myself -,REEF,the atomic submarine,sci-fi,sadness
3802,m9,1142,But Julie's a nice girl and I've seen you work.  She deserves a fighting chance!,DAVE,the atomic submarine,sci-fi,anger
3803,m9,1142,Helen.  I appeal to you -,REEF,the atomic submarine,sci-fi,anger
3804,m9,1143,Reef!,DAVE,the atomic submarine,sci-fi,optimism
3805,m9,1143,So they caught up with you too?,REEF,the atomic submarine,sci-fi,sadness
3806,m9,1143,At the worst possible moment. Tomorrow is Janie's birthday. Poor little kid has looked forward for two months to having her Daddy home.  Now -,DAVE,the atomic submarine,sci-fi,sadness
3807,m9,1143,<u>That's</u> the worst possible moment?,REEF,the atomic submarine,sci-fi,sadness
3808,m9,1143,What could be worse than disappoint- ing a little girl?,DAVE,the atomic submarine,sci-fi,sadness
3809,m9,1143,Disappointing a <u>big</u> girl!,REEF,the atomic submarine,sci-fi,joy
3810,m9,1144,You've asked why I stay a bachelor? There goes the best reason I know!,REEF,the atomic submarine,sci-fi,anger
3811,m9,1144,Huh?,DAVE,the atomic submarine,sci-fi,optimism
3812,m9,1144,I might have a son like <u>that!</u>,REEF,the atomic submarine,sci-fi,optimism
3813,m9,1145,I guess Skipper Neilsen re- tired before you enrolled at the Academy didn't he?,REEF,the atomic submarine,sci-fi,sadness
3814,m9,1145,I guess.,DAVE,the atomic submarine,sci-fi,anger
3815,m9,1145,One of the finest men and officers alive.  A real hero - in the best sense of the word - in World War Two.  He taught us Engineering and Design. Fought like a demon to develop atom subs.,REEF,the atomic submarine,sci-fi,optimism
3816,m9,1145,So?,DAVE,the atomic submarine,sci-fi,optimism
3817,m9,1145,So all of a sudden his only son drops out of school be- gins making noises like a pacifist.  A real egghead do-gooder and crackpot!  'Ban the atom tests!  Junk the nuclear subs!  Spend the mili- tary budgetfor peace!',REEF,the atomic submarine,sci-fi,joy
3818,m9,1145,A lot of people think like that.,DAVE,the atomic submarine,sci-fi,sadness
3819,m9,1146,But <u>they're</u> not Skipper Neilsen's son!  It broke his heart.  Then when some newspapers called Carl 'the honest sincere son of a war-mongering father' - Captain Neilsen resigned from the Navy.  Oh he still keeps his hand in - playing around with projects like the 'Lungfish' - but it broke him all the same.,REEF,the atomic submarine,sci-fi,sadness
3820,m9,1146,Have you ever talked to Carl - tried to see his side?,DAVE,the atomic submarine,sci-fi,sadness
3821,m9,1146,'His' side?  I've seen it all right. A nice bright yellow!,REEF,the atomic submarine,sci-fi,optimism
3822,m9,1147,Cyclops?,REEF,the atomic submarine,sci-fi,optimism
3823,m9,1147,Sounds like it!  Distress call from a small freighter between Ellesmere Island and Greenland. One mayday then...nothing.,DAVE,the atomic submarine,sci-fi,sadness
3824,m9,1148,We're stuck tight!,REEF,the atomic submarine,sci-fi,sadness
3825,m9,1148,Skipper!  Look at the depth gauge!,DAVE,the atomic submarine,sci-fi,optimism
3826,m9,1149,You've got to let us try Skipper --,DAVE,the atomic submarine,sci-fi,anger
3827,m9,1149,'Us?',REEF,the atomic submarine,sci-fi,optimism
3828,m9,1149,Reef and I can take the Explorer down clamp it around the eye and ---,DAVE,the atomic submarine,sci-fi,optimism
3829,m9,1150,You all wait here.  I'm going inside take a look.,REEF,the atomic submarine,sci-fi,anger
3830,m9,1150,Not <u>alone</u> you're not!,DAVE,the atomic submarine,sci-fi,anger
3831,m9,1151,How about that! The bow drove half through her but she sealed herself right up.,DAVE,the atomic submarine,sci-fi,anger
3832,m9,1151,What's more important - there's our problem.  The bow ram - the sawteeth are holding the Shark in the break. If we can cut the ram the Shark can pull herself loose!,REEF,the atomic submarine,sci-fi,sadness
3833,m9,1151,I think you're right.,DAVE,the atomic submarine,sci-fi,anger
3834,m9,1151,Go back and tell Dr. Neilsen. Have him report to the Skipper.,REEF,the atomic submarine,sci-fi,anger
3835,m9,1152,Yeah?,DAVE,the atomic submarine,sci-fi,optimism
3836,m9,1152,Listen!  Hear that?,REEF,the atomic submarine,sci-fi,optimism
3837,m9,1153,I don't hear anything.  Maybe you've been down here too long.  Why don't you go back up and -,DAVE,the atomic submarine,sci-fi,sadness
3838,m9,1153,Strange you didn't hear it. OMIT 274F,REEF,the atomic submarine,sci-fi,joy
3839,m9,1154,Hey - you know somethin'?  It's getting lighter in here!,DAVE,the atomic submarine,sci-fi,optimism
3840,m9,1154,You know - it <u>is</u>?,REEF,the atomic submarine,sci-fi,optimism
3841,m9,1155,And if I didn't <u>know</u> better - I'd swear we were moving!,DAVE,the atomic submarine,sci-fi,anger
3842,m9,1155,Let's get back to work and maybe we <u>will</u> be soon.,REEF,the atomic submarine,sci-fi,anger
3843,m9,1156,You hear that?,REEF,the atomic submarine,sci-fi,optimism
3844,m9,1156,The sound again?,DAVE,the atomic submarine,sci-fi,sadness
3845,m9,1157,Where do you think the voice you heard was coming from?,DAVE,the atomic submarine,sci-fi,sadness
3846,m9,1157,Somewhere down there?,REEF,the atomic submarine,sci-fi,sadness
3847,m9,1157,Wonder where Powell and Carney are?,DAVE,the atomic submarine,sci-fi,sadness
3848,m9,1157,We'll have to look for them later.,REEF,the atomic submarine,sci-fi,anger
3849,m9,1158,Well?,REEF,the atomic submarine,sci-fi,sadness
3850,m9,1158,I'm with <u>you!</u>,DAVE,the atomic submarine,sci-fi,anger
3851,m9,1159,Here - keep these.  It wants me to come alone.,REEF,the atomic submarine,sci-fi,sadness
3852,m9,1159,Oh it does???,DAVE,the atomic submarine,sci-fi,sadness
3853,m9,1160,Dave - !,REEF,the atomic submarine,sci-fi,optimism
3854,m9,1160,What's goin' on in here Lad? What - ?,DAVE,the atomic submarine,sci-fi,sadness
3855,m9,1161,Get ready.  We shove off as soon as Griff reports all the crew aboard.,WENDOVER,the atomic submarine,sci-fi,joy
3856,m9,1161,Right Skipper.,DAVE,the atomic submarine,sci-fi,joy
3857,m9,1162,Is there any way out of it?,WENDOVER,the atomic submarine,sci-fi,sadness
3858,m9,1162,Seems to be all around...,DAVE,the atomic submarine,sci-fi,sadness
3859,m9,1162,What about down?,WENDOVER,the atomic submarine,sci-fi,sadness
3860,m9,1162,I...don't know!,DAVE,the atomic submarine,sci-fi,sadness
3861,m9,1163,Course and speed?,WENDOVER,the atomic submarine,sci-fi,joy
3862,m9,1163,Speed...about twenty-two knots. Course...due north!,DAVE,the atomic submarine,sci-fi,joy
3863,m9,1164,A mass of jelly-like stuff came out of the thing and caught our torpedo!,DAVE,the atomic submarine,sci-fi,optimism
3864,m9,1164,What???,WENDOVER,the atomic submarine,sci-fi,joy
3865,m9,1165,What course Skipper?,DAVE,the atomic submarine,sci-fi,optimism
3866,m9,1165,Right at our one-eyed friend!,WENDOVER,the atomic submarine,sci-fi,optimism
3867,m9,1166,You better take Powell and Carney with you --,WENDOVER,the atomic submarine,sci-fi,anger
3868,m9,1166,The frogmen?,DAVE,the atomic submarine,sci-fi,optimism
3869,m9,1166,With their underwater experience they'll be invaluable.  Take sidearms and flare pistols --,WENDOVER,the atomic submarine,sci-fi,anger
3870,m9,1166,Sidearms?  But the saucer's dead.,DAVE,the atomic submarine,sci-fi,sadness
3871,m9,1166,We hope!,WENDOVER,the atomic submarine,sci-fi,anger
3872,m9,1167,Excuse me Skipper---,GRIFF,the atomic submarine,sci-fi,joy
3873,m9,1167,Yes Griff?,WENDOVER,the atomic submarine,sci-fi,joy
3874,m9,1167,All internal repairs completed and Frogmen report exterior damage minor.,GRIFF,the atomic submarine,sci-fi,sadness
3875,m9,1168,Skipper - could you take a look here...?,GRIFF,the atomic submarine,sci-fi,optimism
3876,m9,1168,Something wrong?,WENDOVER,the atomic submarine,sci-fi,sadness
3877,m9,1168,The inertial navigation system. Must have been knocked out in the crash.,GRIFF,the atomic submarine,sci-fi,sadness
3878,m9,1168,Why do you say that?,WENDOVER,the atomic submarine,sci-fi,joy
3879,m9,1168,We're dead in the water.  But it indicates we're moving!,GRIFF,the atomic submarine,sci-fi,anger
3880,m9,1168,What????,WENDOVER,the atomic submarine,sci-fi,joy
3881,m9,1169,We read you!  Go ahead Doctor!  They're inside the saucer.  It's filled with breathable air!,WENDOVER,the atomic submarine,sci-fi,optimism
3882,m9,1169,Wonderful!,KENT,the atomic submarine,sci-fi,optimism
3883,m9,1169,That's wonderful Carl!  Reef thinks they can clear the Shark bow so we can pull ourself loose!,WENDOVER,the atomic submarine,sci-fi,optimism
3884,m9,1170,Now they feel it...down below.,WENDOVER,the atomic submarine,sci-fi,sadness
3885,m9,1170,Radiation level...constantly rising...,KENT,the atomic submarine,sci-fi,joy
3886,m9,1171,Excuse me Captain - there may be one last desperate chance - a one-in-a-thousand shot...,KENT,the atomic submarine,sci-fi,anger
3887,m9,1171,Anything ---,WENDOVER,the atomic submarine,sci-fi,optimism
3888,m9,1171,It's possible I could adapt one of the torpedo guidance systems to the ICBM - so it would 'home' on the saucer when he rises from the Pole.,KENT,the atomic submarine,sci-fi,optimism
3889,m9,1171,What about time...?,WENDOVER,the atomic submarine,sci-fi,sadness
3890,m9,1172,It doesn't seem possible but - could it be an electrical storm center - ?,KENT,the atomic submarine,sci-fi,sadness
3891,m9,1172,Under <u>water</u>?,SIR IAN,the atomic submarine,sci-fi,sadness
3892,m9,1172,High-intensity arcs will burn submerged.  And millions of volts...discharged in random directions...,KENT,the atomic submarine,sci-fi,joy
3893,m9,1173,...above Murmansk and Finland.,SIR IAN,the atomic submarine,sci-fi,optimism
3894,m9,1173,Suppose our theorizing is correct? Then this <u>could</u> be the next danger point!,KENT,the atomic submarine,sci-fi,anger
3895,m9,1173,What if the Tiger Shark were to anticipate a bit?  Perhaps be lying there waiting - ?,SIR IAN,the atomic submarine,sci-fi,anger
3896,m9,1174,We took for granted his source of energy was nuclear.  But suppose it isn't at all - what if it's <u>magnetic</u>?,KENT,the atomic submarine,sci-fi,anger
3897,m9,1174,<u>We</u> harness energy on a small scale by cutting magnetic lines of force.  Maybe Cyclops does it on a <u>super</u> scale....,SIR IAN,the atomic submarine,sci-fi,anger
3898,m9,1174,The North Pole is the positive end of the biggest magnet of all - the Earth itself!,KENT,the atomic submarine,sci-fi,anger
3899,m9,1175,....in such a way as to prevent his returning to it and as you put it....  ...'recharging his batteries'?,SIR IAN,the atomic submarine,sci-fi,joy
3900,m9,1175,If we were lucky enough to catch him with his power depleted....,KENT,the atomic submarine,sci-fi,anger
3901,m9,1176,The radiation level - from the saucer - it's rising!,KENT,the atomic submarine,sci-fi,optimism
3902,m9,1176,What direction does the system indicate?,SIR IAN,the atomic submarine,sci-fi,sadness
3903,m9,1177,As we near the Pole...,SIR IAN,the atomic submarine,sci-fi,optimism
3904,m9,1177,There's got to be an explanation!,KENT,the atomic submarine,sci-fi,joy
3905,m9,1177,There is.  I believe our friend...Cyclops... is returning to life!,SIR IAN,the atomic submarine,sci-fi,optimism
3906,m9,1178,All ready?,SIR IAN,the atomic submarine,sci-fi,optimism
3907,m9,1178,As ready as we <u>can</u> be!  I'll report to the Skipper.,KENT,the atomic submarine,sci-fi,anger
3908,m9,1179,Thought you were going to Washington Skipper.,REEF,the atomic submarine,sci-fi,joy
3909,m9,1179,I did go.  Just back.  Reef these are a couple of our passengers - Sir Ian Hunt and Dr. Clifford Kent.  My exec Commander Richard Holloway.,WENDOVER,the atomic submarine,sci-fi,optimism
3910,m9,1179,I met Dr. Kent once.,REEF,the atomic submarine,sci-fi,optimism
3911,m9,1180,I'm - afraid I have some bad news for you Reef -  You'll have to share quarters this trip.,WENDOVER,the atomic submarine,sci-fi,sadness
3912,m9,1180,Who with?,REEF,the atomic submarine,sci-fi,joy
3913,m9,1180,Dr. Neilsen.  He'll be - -,WENDOVER,the atomic submarine,sci-fi,sadness
3914,m9,1181,'Doctor' Neilsen?  When did <u>that</u> happen?,REEF,the atomic submarine,sci-fi,joy
3915,m9,1181,Huh?,WENDOVER,the atomic submarine,sci-fi,sadness
3916,m9,1181,It'll be all right.  We're old friends!,REEF,the atomic submarine,sci-fi,optimism
3917,m9,1182,What do you think?,WENDOVER,the atomic submarine,sci-fi,anger
3918,m9,1182,I think I should have joined the Air Force!,REEF,the atomic submarine,sci-fi,optimism
3919,m9,1183,Determine extent of damage immediately.,WENDOVER,the atomic submarine,sci-fi,joy
3920,m9,1183,After torpedo room:  Report!,REEF,the atomic submarine,sci-fi,joy
3921,m9,1184,You're sure it's Cyclops?,REEF,the atomic submarine,sci-fi,optimism
3922,m9,1184,Take a look.,WENDOVER,the atomic submarine,sci-fi,anger
3923,m9,1185,What's the running time?,WENDOVER,the atomic submarine,sci-fi,sadness
3924,m9,1185,Thirty-four seconds!,REEF,the atomic submarine,sci-fi,optimism
3925,m9,1186,Right <u>at</u> him?,REEF,the atomic submarine,sci-fi,joy
3926,m9,1186,That's what I said!,WENDOVER,the atomic submarine,sci-fi,joy
3927,m9,1186,But - what can we accomplish?,REEF,the atomic submarine,sci-fi,anger
3928,m9,1186,We can <u>ram</u> him!,WENDOVER,the atomic submarine,sci-fi,anger
3929,m9,1187,A hundred and eighty fathoms! We can't be sinking that fast....,WENDOVER,the atomic submarine,sci-fi,joy
3930,m9,1187,It's the screws Skipper.  At our declination angle running in reverse they're pulling the Shark <u>and</u> Cyclops right to the bottom.,REEF,the atomic submarine,sci-fi,joy
3931,m9,1187,And we're at safe maximum depth already....  Stop engines!,WENDOVER,the atomic submarine,sci-fi,joy
3932,m9,1188,Suppose there's an atmosphere of some kind inside Cyclops?,REEF,the atomic submarine,sci-fi,optimism
3933,m9,1188,What?,WENDOVER,the atomic submarine,sci-fi,joy
3934,m9,1188,If we could get inside the saucer - use our torches - maybe we could cut the Shark loose?,REEF,the atomic submarine,sci-fi,anger
3935,m9,1189,Straight to the Pole - at almost fifty knots!,REEF,the atomic submarine,sci-fi,optimism
3936,m9,1189,Nothing we can do now.,WENDOVER,the atomic submarine,sci-fi,sadness
3937,m9,1190,What's the corrected bearing to the Magnetic Pole?,WENDOVER,the atomic submarine,sci-fi,sadness
3938,m9,1190,Minus three.,REEF,the atomic submarine,sci-fi,sadness
3939,m9,1191,Remove your weapons Commander. And come here - alone!,SAUCER VOICE,the atomic submarine,sci-fi,joy
3940,m9,1191,Come where?,REEF,the atomic submarine,sci-fi,sadness
3941,m9,1192,That's a <u>face</u>???,REEF,the atomic submarine,sci-fi,optimism
3942,m9,1192,Point of view is everything. To us <u>your</u> form of life is ugly as we appear to you.,SAUCER VOICE,the atomic submarine,sci-fi,joy
3943,m9,1192,Tell me something:  Why can <u>I</u> hear you when the others couldn't?,REEF,the atomic submarine,sci-fi,joy
3944,m9,1193,My mission is to study various solar systems and planets - select the most suitable for colonization -,SAUCER VOICE,the atomic submarine,sci-fi,anger
3945,m9,1193,- for horrors like yourself?,REEF,the atomic submarine,sci-fi,sadness
3946,m9,1194,Swell!,REEF,the atomic submarine,sci-fi,sadness
3947,m9,1194,Your friend was to remain where he was!,SAUCER VOICE,the atomic submarine,sci-fi,anger
3948,m9,1195,He did!,REEF,the atomic submarine,sci-fi,optimism
3949,m9,1195,I am afraid not.  Therefore -,SAUCER VOICE,the atomic submarine,sci-fi,sadness
3950,m9,1196,Why not me?  What am I - the closing act?,REEF,the atomic submarine,sci-fi,sadness
3951,m9,1196,On the contrary.  I want you - unharmed - perfect.,SAUCER VOICE,the atomic submarine,sci-fi,anger
3952,m9,1196,Why?,REEF,the atomic submarine,sci-fi,joy
3953,m9,1196,I have selected you to return with me - along with several other specimens for study.  We will examine you and the others discover desirable features to incorporate in our 'earth-colonizers.',SAUCER VOICE,the atomic submarine,sci-fi,anger
3954,m9,1197,It is a living thing.  When damaged - you would say 'wounded' - it immediately 'heals' itself.,SAUCER VOICE,the atomic submarine,sci-fi,anger
3955,m9,1197,That's why no water leaked inside when we rammed you?,REEF,the atomic submarine,sci-fi,joy
3956,m9,1197,Of course.  But it is time to be- gin the return voyage --,SAUCER VOICE,the atomic submarine,sci-fi,anger
3957,m9,1198,To navigate won't you have to... see your way?,REEF,the atomic submarine,sci-fi,anger
3958,m9,1198,Obviously.,SAUCER VOICE,the atomic submarine,sci-fi,optimism
3959,m9,1198,<u>That</u> might be a <u>little</u> <u>rough</u>!,REEF,the atomic submarine,sci-fi,sadness
3960,m9,1199,My yeoman will show you to your quarters.,WENDOVER,the atomic submarine,sci-fi,anger
3961,m9,1199,Thank you.,SIR IAN,the atomic submarine,sci-fi,anger
3962,m9,1200,See what?,WENDOVER,the atomic submarine,sci-fi,joy
3963,m9,1200,The pattern.  Each incident occurred almost precisely a thousand statute miles from the Pole.  A line through the points of occurrence makes almost a complete circle...,SIR IAN,the atomic submarine,sci-fi,anger
3964,m9,1201,Well I'll be - !,WENDOVER,the atomic submarine,sci-fi,optimism
3965,m9,1201,I'll be another!,SIR IAN,the atomic submarine,sci-fi,anger
3966,m9,1202,Just musing about our 'one-eyed adversary' and the legend of Homer.  'Cyclopes' were the Sons of Heaven who forged the thunder- bolts thrown by Zeus.,SIR IAN,the atomic submarine,sci-fi,anger
3967,m9,1202,Our 'Cyclops' throws quite a thunderbolt itself!,WENDOVER,the atomic submarine,sci-fi,joy
3968,m9,1203,You plotted the course of Cyclops?  Then that's <u>our</u> course!  Wherever <u>he</u> goes <u>we</u> go.....until we get him!,WENDOVER,the atomic submarine,sci-fi,anger
3969,m9,1203,Or perhaps until he gets us?,SIR IAN,the atomic submarine,sci-fi,anger
3970,m9,1204,We've asked ourselves that - over and over - a thousand times.,SIR IAN,the atomic submarine,sci-fi,anger
3971,m9,1204,But <u>answers</u> are what we need - not more questions!,WENDOVER,the atomic submarine,sci-fi,anger
3972,m9,1205,Due north.  At five knots...no six!,WENDOVER,the atomic submarine,sci-fi,joy
3973,m9,1205,Toward the Pole!,SIR IAN,the atomic submarine,sci-fi,optimism
3974,m9,1206,Cyclops will have to linger at the Pole to recharge his power banks.,SIR IAN,the atomic submarine,sci-fi,anger
3975,m9,1206,All right - go to it.,WENDOVER,the atomic submarine,sci-fi,anger
3976,m10,1207,You got yourself a computer Alma.,WADE,affliction,drama,sadness
3977,m10,1207,Been putting my files into it. You take sugar and milk?,ALMA,affliction,drama,anger
3978,m10,1207,No. Black.,WADE,affliction,drama,optimism
3979,m10,1208,Are you alright Wade?,ALMA,affliction,drama,sadness
3980,m10,1208,Yeah sure. Why? I got this damned tooth I got a few things bugging me like everybody else. But I'm okay.,WADE,affliction,drama,sadness
3981,m10,1208,Well you look... sad. Upset. I don't mean to pry. I'm sorry about your mother. It was a nice funeral.,ALMA,affliction,drama,sadness
3982,m10,1208,Alma I think there's some dirty business going on in this town.,WADE,affliction,drama,sadness
3983,m10,1208,Always has been.,ALMA,affliction,drama,anger
3984,m10,1208,This is maybe worse than you and I are used to.  What I'm talking about I'm talking about murder. Among other things.,WADE,affliction,drama,joy
3985,m10,1208,Who?,ALMA,affliction,drama,optimism
3986,m10,1208,Evan Twombley the union boss who got shot. Somebody murdered him.,WADE,affliction,drama,sadness
3987,m10,1208,Who?,ALMA,affliction,drama,optimism
3988,m10,1208,You know Jack Hewitt the kid I work with?,WADE,affliction,drama,optimism
3989,m10,1209,...if Jack told the truth he could be free by the time he's my age.,WADE,affliction,drama,anger
3990,m10,1209,Sometimes things are simpler than you think. Let me ask you a question.,ALMA,affliction,drama,anger
3991,m10,1209,You don't believe me?,WADE,affliction,drama,sadness
3992,m10,1209,About Jack? No. Have you checked out the tax bill on your father's farm lately?,ALMA,affliction,drama,sadness
3993,m10,1209,I know he's due for the last two years. I was thinking of paying it when the insurance comes in.,WADE,affliction,drama,sadness
3994,m10,1209,Has anybody offered to buy it?,ALMA,affliction,drama,optimism
3995,m10,1209,As a mater of fact yes. LaRiviere.,WADE,affliction,drama,optimism
3996,m10,1210,This is from three years ago. Some difference huh?,ALMA,affliction,drama,sadness
3997,m10,1210,What is the Northcountry Development Association?,WADE,affliction,drama,optimism
3998,m10,1210,I went down to Concord to check it out. The president is Mel Gordon. The vice-president and treasurer is Gordon LaRiviere. Those boys are buying up the mountain Wade. $364000 this year. I believe that's out of LaRiviere's league.,ALMA,affliction,drama,optimism
3999,m10,1210,Twombley involved?,WADE,affliction,drama,optimism
4000,m10,1210,No.,ALMA,affliction,drama,optimism
4001,m10,1210,He musta found out. They had to get rid of him. And Jack'll get blamed.,WADE,affliction,drama,joy
4002,m10,1210,All the figures show is that Gordon LaRiviere is going to be a very rich man using his position as Selectman. In a year or two you won't recognize this town.,ALMA,affliction,drama,anger
4003,m10,1211,What are you boys up to?,WADE,affliction,drama,optimism
4004,m10,1211,Same old shit.,CHICK,affliction,drama,joy
4005,m10,1212,The good news is we haven't got to your car yet. The bad news --,CHICK,affliction,drama,anger
4006,m10,1212,Just tell me when you'll have it fixed.,WADE,affliction,drama,anger
4007,m10,1212,-- the bad news is there's a problem with Gordon's truck what somebody drove through the ice last night. Figured you'd know something about that Wade.,CHICK,affliction,drama,sadness
